$DATA1 SOURCE='HSPICE' VERSION='N-2017.12 linux64' PARAM_COUNT=1
$OPTION MEASFORM=3
.TITLE '* -------------------------------------------------------------------'
tdelay,t_hr,tc2q,temper,alter#
-9.7000e-11,-9.7000e-11, 2.0376e-08,  25.00000,1
-9.6000e-11,-9.6000e-11, 2.0376e-08,  25.00000,1
-9.5000e-11,-9.5000e-11, 2.0376e-08,  25.00000,1
-9.4000e-11,-9.4000e-11, 2.0376e-08,  25.00000,1
-9.3000e-11,-9.3000e-11, 2.0376e-08,  25.00000,1
-9.2000e-11,-9.2000e-11, 2.0376e-08,  25.00000,1
-9.1000e-11,-9.1000e-11, 2.0376e-08,  25.00000,1
-9.0000e-11,-9.0000e-11, 2.0376e-08,  25.00000,1
-8.9000e-11,-8.9000e-11, 2.0376e-08,  25.00000,1
-8.8000e-11,-8.8000e-11, 2.0376e-08,  25.00000,1
-8.7000e-11,-8.7000e-11, 2.0376e-08,  25.00000,1
-8.6000e-11,-8.6000e-11, 2.0376e-08,  25.00000,1
-8.5000e-11,-8.5000e-11, 2.0376e-08,  25.00000,1
-8.4000e-11,-8.4000e-11, 2.0376e-08,  25.00000,1
-8.3000e-11,-8.3000e-11, 2.0376e-08,  25.00000,1
-8.2000e-11,-8.2000e-11, 2.0376e-08,  25.00000,1
-8.1000e-11,-8.1000e-11, 2.0376e-08,  25.00000,1
-8.0000e-11,-8.0000e-11, 2.0376e-08,  25.00000,1
-7.9000e-11,-7.9000e-11, 2.0376e-08,  25.00000,1
-7.8000e-11,-7.8000e-11, 2.0376e-08,  25.00000,1
-7.7000e-11,-7.7000e-11, 2.0376e-08,  25.00000,1
-7.6000e-11,-7.6000e-11, 2.0376e-08,  25.00000,1
-7.5000e-11,-7.5000e-11, 2.0376e-08,  25.00000,1
-7.4000e-11,-7.4000e-11, 2.0376e-08,  25.00000,1
-7.3000e-11,-7.3000e-11, 2.0376e-08,  25.00000,1
-7.2000e-11,-7.2000e-11, 2.0376e-08,  25.00000,1
-7.1000e-11,-7.1000e-11, 2.0376e-08,  25.00000,1
-7.0000e-11,-7.0000e-11, 2.0376e-08,  25.00000,1
-6.9000e-11,-6.9000e-11, 2.0376e-08,  25.00000,1
-6.8000e-11,-6.8000e-11, 2.0376e-08,  25.00000,1
-6.7000e-11,-6.7000e-11, 2.0376e-08,  25.00000,1
-6.6000e-11,-6.6000e-11, 2.0376e-08,  25.00000,1
-6.5000e-11,-6.5000e-11, 2.0376e-08,  25.00000,1
-6.4000e-11,-6.4000e-11, 2.0376e-08,  25.00000,1
-6.3000e-11,-6.3000e-11, 2.0376e-08,  25.00000,1
-6.2000e-11,-6.2000e-11, 2.0376e-08,  25.00000,1
-6.1000e-11,-6.1000e-11, 2.0376e-08,  25.00000,1
-6.0000e-11,-6.0000e-11, 2.0376e-08,  25.00000,1
-5.9000e-11,-5.9000e-11, 2.0376e-08,  25.00000,1
-5.8000e-11,-5.8000e-11, 2.0376e-08,  25.00000,1
-5.7000e-11,-5.7000e-11, 2.0376e-08,  25.00000,1
-5.6000e-11,-5.6000e-11, 2.0376e-08,  25.00000,1
-5.5000e-11,-5.5000e-11, 2.0376e-08,  25.00000,1
-5.4000e-11,-5.4000e-11, 2.0376e-08,  25.00000,1
-5.3000e-11,-5.3000e-11, 2.0376e-08,  25.00000,1
-5.2000e-11,-5.2000e-11, 2.0376e-08,  25.00000,1
-5.1000e-11,-5.1000e-11, 2.0376e-08,  25.00000,1
-5.0000e-11,-5.0000e-11, 2.0376e-08,  25.00000,1
-4.9000e-11,-4.9000e-11, 2.0376e-08,  25.00000,1
-4.8000e-11,-4.8000e-11, 2.0376e-08,  25.00000,1
-4.7000e-11,-4.7000e-11, 2.0376e-08,  25.00000,1
-4.6000e-11,-4.6000e-11, 2.0376e-08,  25.00000,1
-4.5000e-11,-4.5000e-11, 2.0376e-08,  25.00000,1
-4.4000e-11,-4.4000e-11, 2.0376e-08,  25.00000,1
-4.3000e-11,-4.3000e-11, 2.0376e-08,  25.00000,1
-4.2000e-11,-4.2000e-11, 2.0376e-08,  25.00000,1
-4.1000e-11,-4.1000e-11, 2.0376e-08,  25.00000,1
-4.0000e-11,-4.0000e-11, 2.0376e-08,  25.00000,1
-3.9000e-11,-3.9000e-11, 2.0376e-08,  25.00000,1
-3.8000e-11,-3.8000e-11, 2.0376e-08,  25.00000,1
-3.7000e-11,-3.7000e-11, 2.0376e-08,  25.00000,1
-3.6000e-11,-3.6000e-11, 2.0376e-08,  25.00000,1
-3.5000e-11,-3.5000e-11, 2.0376e-08,  25.00000,1
-3.4000e-11,-3.4000e-11, 2.0376e-08,  25.00000,1
-3.3000e-11,-3.3000e-11, 2.0376e-08,  25.00000,1
-3.2000e-11,-3.2000e-11, 2.0376e-08,  25.00000,1
-3.1000e-11,-3.1000e-11, 2.0376e-08,  25.00000,1
-3.0000e-11,-3.0000e-11, 2.0376e-08,  25.00000,1
-2.9000e-11,-2.9000e-11, 2.0376e-08,  25.00000,1
-2.8000e-11,-2.8000e-11, 2.0376e-08,  25.00000,1
-2.7000e-11,-2.7000e-11, 4.9959e-10,  25.00000,1
-2.6000e-11,-2.6000e-11, 4.6805e-10,  25.00000,1
-2.5000e-11,-2.5000e-11, 4.5328e-10,  25.00000,1
-2.4000e-11,-2.4000e-11, 4.4355e-10,  25.00000,1
-2.3000e-11,-2.3000e-11, 4.3727e-10,  25.00000,1
-2.2000e-11,-2.2000e-11, 4.3191e-10,  25.00000,1
-2.1000e-11,-2.1000e-11, 4.2647e-10,  25.00000,1
-2.0000e-11,-2.0000e-11, 4.2302e-10,  25.00000,1
-1.9000e-11,-1.9000e-11, 4.1942e-10,  25.00000,1
-1.8000e-11,-1.8000e-11, 4.1603e-10,  25.00000,1
-1.7000e-11,-1.7000e-11, 4.1309e-10,  25.00000,1
-1.6000e-11,-1.6000e-11, 4.1027e-10,  25.00000,1
-1.5000e-11,-1.5000e-11, 4.0776e-10,  25.00000,1
-1.4000e-11,-1.4000e-11, 4.0534e-10,  25.00000,1
-1.3000e-11,-1.3000e-11, 4.0292e-10,  25.00000,1
-1.2000e-11,-1.2000e-11, 4.0084e-10,  25.00000,1
-1.1000e-11,-1.1000e-11, 3.9892e-10,  25.00000,1
-1.0000e-11,-1.0000e-11, 3.9724e-10,  25.00000,1
-9.0000e-12,-9.0000e-12, 3.9562e-10,  25.00000,1
-8.0000e-12,-8.0000e-12, 3.9411e-10,  25.00000,1
-7.0000e-12,-7.0000e-12, 3.9286e-10,  25.00000,1
-6.0000e-12,-6.0000e-12, 3.9155e-10,  25.00000,1
-5.0000e-12,-5.0000e-12, 3.9026e-10,  25.00000,1
-4.0000e-12,-4.0000e-12, 3.8941e-10,  25.00000,1
-3.0000e-12,-3.0000e-12, 3.8833e-10,  25.00000,1
-2.0000e-12,-2.0000e-12, 3.8754e-10,  25.00000,1
-1.0000e-12,-1.0000e-12, 3.8665e-10,  25.00000,1
   0.,   0., 3.8591e-10,  25.00000,1
 1.0000e-12, 1.0000e-12, 3.8531e-10,  25.00000,1
 2.0000e-12, 2.0000e-12, 3.8471e-10,  25.00000,1
 3.0000e-12, 3.0000e-12, 3.8409e-10,  25.00000,1
 4.0000e-12, 4.0000e-12, 3.8365e-10,  25.00000,1
 5.0000e-12, 5.0000e-12, 3.8329e-10,  25.00000,1
 6.0000e-12, 6.0000e-12, 3.8282e-10,  25.00000,1
 7.0000e-12, 7.0000e-12, 3.8241e-10,  25.00000,1
 8.0000e-12, 8.0000e-12, 3.8206e-10,  25.00000,1
 9.0000e-12, 9.0000e-12, 3.8172e-10,  25.00000,1
 1.0000e-11, 1.0000e-11, 3.8138e-10,  25.00000,1
 1.1000e-11, 1.1000e-11, 3.8112e-10,  25.00000,1
 1.2000e-11, 1.2000e-11, 3.8087e-10,  25.00000,1
 1.3000e-11, 1.3000e-11, 3.8055e-10,  25.00000,1
 1.4000e-11, 1.4000e-11, 3.8028e-10,  25.00000,1
 1.5000e-11, 1.5000e-11, 3.7996e-10,  25.00000,1
 1.6000e-11, 1.6000e-11, 3.7979e-10,  25.00000,1
 1.7000e-11, 1.7000e-11, 3.7955e-10,  25.00000,1
 1.8000e-11, 1.8000e-11, 3.7936e-10,  25.00000,1
 1.9000e-11, 1.9000e-11, 3.7901e-10,  25.00000,1
 2.0000e-11, 2.0000e-11, 3.7888e-10,  25.00000,1
 2.1000e-11, 2.1000e-11, 3.7876e-10,  25.00000,1
 2.2000e-11, 2.2000e-11, 3.7853e-10,  25.00000,1
 2.3000e-11, 2.3000e-11, 3.7851e-10,  25.00000,1
 2.4000e-11, 2.4000e-11, 3.7824e-10,  25.00000,1
 2.5000e-11, 2.5000e-11, 3.7805e-10,  25.00000,1
 2.6000e-11, 2.6000e-11, 3.7801e-10,  25.00000,1
 2.7000e-11, 2.7000e-11, 3.7790e-10,  25.00000,1
 2.8000e-11, 2.8000e-11, 3.7778e-10,  25.00000,1
 2.9000e-11, 2.9000e-11, 3.7760e-10,  25.00000,1
 3.0000e-11, 3.0000e-11, 3.7753e-10,  25.00000,1
 3.1000e-11, 3.1000e-11, 3.7747e-10,  25.00000,1
 3.2000e-11, 3.2000e-11, 3.7738e-10,  25.00000,1
 3.3000e-11, 3.3000e-11, 3.7707e-10,  25.00000,1
 3.4000e-11, 3.4000e-11, 3.7707e-10,  25.00000,1
 3.5000e-11, 3.5000e-11, 3.7702e-10,  25.00000,1
 3.6000e-11, 3.6000e-11, 3.7692e-10,  25.00000,1
 3.7000e-11, 3.7000e-11, 3.7688e-10,  25.00000,1
 3.8000e-11, 3.8000e-11, 3.7679e-10,  25.00000,1
 3.9000e-11, 3.9000e-11, 3.7680e-10,  25.00000,1
 4.0000e-11, 4.0000e-11, 3.7679e-10,  25.00000,1
 4.1000e-11, 4.1000e-11, 3.7671e-10,  25.00000,1
 4.2000e-11, 4.2000e-11, 3.7666e-10,  25.00000,1
 4.3000e-11, 4.3000e-11, 3.7670e-10,  25.00000,1
 4.4000e-11, 4.4000e-11, 3.7648e-10,  25.00000,1
 4.5000e-11, 4.5000e-11, 3.7651e-10,  25.00000,1
 4.6000e-11, 4.6000e-11, 3.7647e-10,  25.00000,1
 4.7000e-11, 4.7000e-11, 3.7641e-10,  25.00000,1
 4.8000e-11, 4.8000e-11, 3.7626e-10,  25.00000,1
 4.9000e-11, 4.9000e-11, 3.7626e-10,  25.00000,1
 5.0000e-11, 5.0000e-11, 3.7629e-10,  25.00000,1
 5.1000e-11, 5.1000e-11, 3.7624e-10,  25.00000,1
 5.2000e-11, 5.2000e-11, 3.7616e-10,  25.00000,1
 5.3000e-11, 5.3000e-11, 3.7610e-10,  25.00000,1
 5.4000e-11, 5.4000e-11, 3.7601e-10,  25.00000,1
 5.5000e-11, 5.5000e-11, 3.7610e-10,  25.00000,1
 5.6000e-11, 5.6000e-11, 3.7609e-10,  25.00000,1
 5.7000e-11, 5.7000e-11, 3.7604e-10,  25.00000,1
 5.8000e-11, 5.8000e-11, 3.7604e-10,  25.00000,1
 5.9000e-11, 5.9000e-11, 3.7599e-10,  25.00000,1
 6.0000e-11, 6.0000e-11, 3.7596e-10,  25.00000,1
 6.1000e-11, 6.1000e-11, 3.7592e-10,  25.00000,1
 6.2000e-11, 6.2000e-11, 3.7580e-10,  25.00000,1
 6.3000e-11, 6.3000e-11, 3.7580e-10,  25.00000,1
 6.4000e-11, 6.4000e-11, 3.7586e-10,  25.00000,1
 6.5000e-11, 6.5000e-11, 3.7573e-10,  25.00000,1
 6.6000e-11, 6.6000e-11, 3.7578e-10,  25.00000,1
 6.7000e-11, 6.7000e-11, 3.7584e-10,  25.00000,1
 6.8000e-11, 6.8000e-11, 3.7585e-10,  25.00000,1
 6.9000e-11, 6.9000e-11, 3.7589e-10,  25.00000,1
 7.0000e-11, 7.0000e-11, 3.7576e-10,  25.00000,1
 7.1000e-11, 7.1000e-11, 3.7581e-10,  25.00000,1
 7.2000e-11, 7.2000e-11, 3.7579e-10,  25.00000,1
 7.3000e-11, 7.3000e-11, 3.7580e-10,  25.00000,1
 7.4000e-11, 7.4000e-11, 3.7576e-10,  25.00000,1
 7.5000e-11, 7.5000e-11, 3.7581e-10,  25.00000,1
 7.6000e-11, 7.6000e-11, 3.7581e-10,  25.00000,1
 7.7000e-11, 7.7000e-11, 3.7583e-10,  25.00000,1
 7.8000e-11, 7.8000e-11, 3.7582e-10,  25.00000,1
 7.9000e-11, 7.9000e-11, 3.7574e-10,  25.00000,1
 8.0000e-11, 8.0000e-11, 3.7582e-10,  25.00000,1
 8.1000e-11, 8.1000e-11, 3.7575e-10,  25.00000,1
 8.2000e-11, 8.2000e-11, 3.7583e-10,  25.00000,1
 8.3000e-11, 8.3000e-11, 3.7574e-10,  25.00000,1
 8.4000e-11, 8.4000e-11, 3.7579e-10,  25.00000,1
 8.5000e-11, 8.5000e-11, 3.7581e-10,  25.00000,1
 8.6000e-11, 8.6000e-11, 3.7583e-10,  25.00000,1
 8.7000e-11, 8.7000e-11, 3.7586e-10,  25.00000,1
 8.8000e-11, 8.8000e-11, 3.7587e-10,  25.00000,1
 8.9000e-11, 8.9000e-11, 3.7578e-10,  25.00000,1
 9.0000e-11, 9.0000e-11, 3.7590e-10,  25.00000,1
 9.1000e-11, 9.1000e-11, 3.7575e-10,  25.00000,1
 9.2000e-11, 9.2000e-11, 3.7583e-10,  25.00000,1
 9.3000e-11, 9.3000e-11, 3.7577e-10,  25.00000,1
 9.4000e-11, 9.4000e-11, 3.7582e-10,  25.00000,1
 9.5000e-11, 9.5000e-11, 3.7582e-10,  25.00000,1
 9.6000e-11, 9.6000e-11, 3.7588e-10,  25.00000,1
 9.7000e-11, 9.7000e-11, 3.7596e-10,  25.00000,1
 9.8000e-11, 9.8000e-11, 3.7593e-10,  25.00000,1
 9.9000e-11, 9.9000e-11, 3.7592e-10,  25.00000,1
 1.0000e-10, 1.0000e-10, 3.7582e-10,  25.00000,1
 1.0100e-10, 1.0100e-10, 3.7595e-10,  25.00000,1
 1.0200e-10, 1.0200e-10, 3.7587e-10,  25.00000,1
 1.0300e-10, 1.0300e-10, 3.7586e-10,  25.00000,1
 1.0400e-10, 1.0400e-10, 3.7592e-10,  25.00000,1
 1.0500e-10, 1.0500e-10, 3.7588e-10,  25.00000,1
 1.0600e-10, 1.0600e-10, 3.7587e-10,  25.00000,1
 1.0700e-10, 1.0700e-10, 3.7590e-10,  25.00000,1
 1.0800e-10, 1.0800e-10, 3.7589e-10,  25.00000,1
 1.0900e-10, 1.0900e-10, 3.7596e-10,  25.00000,1
 1.1000e-10, 1.1000e-10, 3.7597e-10,  25.00000,1
 1.1100e-10, 1.1100e-10, 3.7589e-10,  25.00000,1
 1.1200e-10, 1.1200e-10, 3.7589e-10,  25.00000,1
 1.1300e-10, 1.1300e-10, 3.7590e-10,  25.00000,1
 1.1400e-10, 1.1400e-10, 3.7590e-10,  25.00000,1
 1.1500e-10, 1.1500e-10, 3.7589e-10,  25.00000,1
 1.1600e-10, 1.1600e-10, 3.7590e-10,  25.00000,1
 1.1700e-10, 1.1700e-10, 3.7597e-10,  25.00000,1
 1.1800e-10, 1.1800e-10, 3.7595e-10,  25.00000,1
 1.1900e-10, 1.1900e-10, 3.7589e-10,  25.00000,1
 1.2000e-10, 1.2000e-10, 3.7590e-10,  25.00000,1
 1.2100e-10, 1.2100e-10, 3.7603e-10,  25.00000,1
 1.2200e-10, 1.2200e-10, 3.7599e-10,  25.00000,1
 1.2300e-10, 1.2300e-10, 3.7595e-10,  25.00000,1
 1.2400e-10, 1.2400e-10, 3.7590e-10,  25.00000,1
 1.2500e-10, 1.2500e-10, 3.7604e-10,  25.00000,1
 1.2600e-10, 1.2600e-10, 3.7598e-10,  25.00000,1
 1.2700e-10, 1.2700e-10, 3.7596e-10,  25.00000,1
 1.2800e-10, 1.2800e-10, 3.7596e-10,  25.00000,1
 1.2900e-10, 1.2900e-10, 3.7608e-10,  25.00000,1
 1.3000e-10, 1.3000e-10, 3.7592e-10,  25.00000,1
 1.3100e-10, 1.3100e-10, 3.7600e-10,  25.00000,1
 1.3200e-10, 1.3200e-10, 3.7595e-10,  25.00000,1
 1.3300e-10, 1.3300e-10, 3.7600e-10,  25.00000,1
 1.3400e-10, 1.3400e-10, 3.7610e-10,  25.00000,1
 1.3500e-10, 1.3500e-10, 3.7593e-10,  25.00000,1
 1.3600e-10, 1.3600e-10, 3.7601e-10,  25.00000,1
 1.3700e-10, 1.3700e-10, 3.7601e-10,  25.00000,1
 1.3800e-10, 1.3800e-10, 3.7601e-10,  25.00000,1
 1.3900e-10, 1.3900e-10, 3.7600e-10,  25.00000,1
 1.4000e-10, 1.4000e-10, 3.7591e-10,  25.00000,1
 1.4100e-10, 1.4100e-10, 3.7595e-10,  25.00000,1
 1.4200e-10, 1.4200e-10, 3.7601e-10,  25.00000,1
 1.4300e-10, 1.4300e-10, 3.7601e-10,  25.00000,1
 1.4400e-10, 1.4400e-10, 3.7601e-10,  25.00000,1
 1.4500e-10, 1.4500e-10, 3.7601e-10,  25.00000,1
 1.4600e-10, 1.4600e-10, 3.7601e-10,  25.00000,1
 1.4700e-10, 1.4700e-10, 3.7601e-10,  25.00000,1
 1.4800e-10, 1.4800e-10, 3.7601e-10,  25.00000,1
 1.4900e-10, 1.4900e-10, 3.7600e-10,  25.00000,1
 1.5000e-10, 1.5000e-10, 3.7601e-10,  25.00000,1
